EmpID,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
739,46-55,No,Travel_Frequently,638,Research & Development,1,Medical,124,Male,Healthcare Representative,1,Married,3142,Yes,13,3,2,10,9
740,46-55,No,Travel_Rarely,526,Sales,1,Marketing,244,Female,Sales Executive,1,Divorced,2137,No,25,4,3,24,15
741,46-55,No,Travel_Rarely,644,Research & Development,1,Medical,288,Male,Healthcare Representative,1,Divorced,12368,No,16,3,3,4,0
742,46-55,No,Travel_Rarely,488,Sales,2,Technical Degree,363,Female,Manager,2,Married,14977,Yes,12,3,2,7,7
743,46-55,No,Non-Travel,1144,Research & Development,7,Medical,487,Female,Manufacturing Director,3,Married,16044,No,14,3,4,1,0
744,46-55,No,Travel_Rarely,1485,Research & Development,18,Medical,550,Female,Manufacturing Director,3,Divorced,26314,No,14,3,2,10,0
745,46-55,No,Travel_Rarely,1009,Research & Development,2,Life Sciences,575,Male,Research Director,3,Married,2288,No,13,3,1,3,0
746,46-55,No,Travel_Rarely,1125,Sales,10,Marketing,580,Female,Sales Executive,4,Married,11563,Yes,19,3,3,3,1
747,46-55,No,Travel_Frequently,1034,Research & Development,18,Medical,624,Female,Healthcare Representative,3,Married,8984,No,11,3,2,2,1
748,46-55,No,Travel_Rarely,566,Research & Development,7,Medical,1007,Male,Manufacturing Director,3,Divorced,24208,No,13,3,3,8,0
749,46-55,No,Travel_Rarely,430,Research & Development,1,Medical,1069,Male,Research Director,4,Divorced,21445,No,17,3,3,2,2
750,46-55,No,Travel_Rarely,1003,Research & Development,8,Life Sciences,1080,Female,Research Scientist,1,Divorced,21029,Yes,23,4,3,16,1
751,46-55,No,Travel_Rarely,406,Sales,3,Marketing,1124,Male,Manager,3,Married,15596,No,12,3,3,12,4
752,46-55,No,Travel_Rarely,1402,Sales,2,Marketing,1204,Female,Manager,1,Married,24097,No,23,4,3,26,15
753,46-55,No,Travel_Rarely,1450,Research & Development,15,Life Sciences,1217,Male,Research Director,2,Married,10849,No,11,3,3,4,0
754,46-55,No,Travel_Rarely,150,Research & Development,2,Technical Degree,1228,Male,Manufacturing Director,4,Divorced,17433,No,11,3,2,6,1
755,46-55,No,Travel_Rarely,168,Sales,4,Marketing,1280,Female,Manager,2,Married,9946,No,14,3,3,11,0
756,46-55,No,Travel_Rarely,991,Human Resources,1,Life Sciences,1314,Female,Human Resources,1,Single,22957,No,12,3,4,7,5
757,46-55,Yes,Travel_Rarely,377,Sales,9,Marketing,1457,Male,Sales Executive,4,Divorced,15986,No,11,3,4,7,4
758,46-55,No,Travel_Rarely,228,Sales,3,Life Sciences,1527,Female,Manager,2,Married,11380,No,12,3,4,13,5
759,46-55,No,Travel_Rarely,563,Sales,1,Life Sciences,1602,Male,Manager,1,Single,3156,No,15,3,1,26,0
760,46-55,No,Travel_Rarely,717,Research & Development,13,Life Sciences,1727,Male,Healthcare Representative,2,Single,9697,No,14,3,3,10,0
761,46-55,No,Travel_Rarely,1277,Sales,2,Life Sciences,1732,Male,Sales Executive,4,Divorced,5596,Yes,12,3,2,10,0
762,46-55,No,Travel_Rarely,734,Research & Development,2,Medical,1789,Male,Research Director,4,Divorced,14218,Yes,17,3,3,2,2
763,46-55,No,Non-Travel,849,Sales,26,Life Sciences,1801,Male,Sales Executive,2,Single,25166,No,15,3,3,2,2
764,46-55,Yes,Travel_Rarely,261,Research & Development,21,Medical,1821,Female,Healthcare Representative,2,Married,10842,No,22,4,4,9,3
765,46-55,No,Travel_Rarely,706,Research & Development,2,Life Sciences,1857,Male,Manufacturing Director,4,Divorced,19989,No,14,3,2,9,4
766,46-55,No,Travel_Rarely,1319,Sales,3,Technical Degree,1863,Female,Sales Executive,1,Divorced,7739,No,12,3,3,19,2
767,46-55,Yes,Travel_Rarely,1254,Sales,10,Life Sciences,1869,Female,Sales Executive,2,Married,14011,No,21,4,3,8,0
768,46-55,Yes,Non-Travel,666,Research & Development,29,Life Sciences,376,Male,Manager,2,Married,10268,Yes,12,3,2,10,9
769,46-55,No,Travel_Rarely,1482,Research & Development,5,Life Sciences,447,Male,Research Director,3,Married,16375,No,11,3,3,3,1
770,46-55,No,Travel_Frequently,1309,Sales,4,Medical,467,Male,Sales Representative,3,Single,25751,No,19,3,3,0,0
771,46-55,No,Travel_Rarely,983,Research & Development,2,Medical,574,Female,Manufacturing Director,4,Divorced,7389,No,13,3,3,5,0
772,46-55,No,Travel_Rarely,703,Sales,14,Marketing,728,Male,Sales Executive,1,Single,11825,No,12,3,3,7,1
773,46-55,No,Travel_Frequently,217,Sales,3,Medical,746,Female,Sales Executive,3,Divorced,10225,Yes,12,3,2,22,11
774,46-55,Yes,Travel_Frequently,719,Sales,27,Life Sciences,785,Female,Sales Executive,3,Single,10339,Yes,12,3,3,5,1
775,46-55,No,Travel_Rarely,202,Research & Development,2,Other,820,Female,Manager,4,Married,12982,Yes,11,3,2,26,3
776,46-55,No,Travel_Rarely,249,Sales,2,Marketing,903,Female,Sales Executive,4,Married,17783,Yes,22,4,3,7,7
777,46-55,No,Travel_Rarely,1454,Sales,2,Life Sciences,925,Female,Sales Representative,4,Single,13137,Yes,18,3,2,3,1
778,46-55,No,Travel_Frequently,1379,Research & Development,16,Medical,987,Male,Manufacturing Director,3,Divorced,6759,Yes,19,3,4,19,2
779,46-55,No,Travel_Rarely,955,Sales,4,Life Sciences,1003,Female,Sales Executive,4,Single,8571,Yes,17,3,3,9,0
780,46-55,No,Travel_Rarely,465,Research & Development,1,Technical Degree,1438,Male,Research Scientist,4,Married,10205,No,12,3,2,6,1
781,46-55,No,Travel_Rarely,359,Research & Development,2,Medical,1443,Female,Research Director,3,Married,26703,No,19,3,4,20,5
782,46-55,No,Travel_Rarely,571,Sales,14,Medical,1503,Female,Sales Executive,3,Married,24200,Yes,17,3,2,5,1
783,46-55,No,Travel_Rarely,1176,Human Resources,26,Life Sciences,1625,Female,Manager,3,Married,5220,No,11,3,3,5,1
784,46-55,No,Travel_Rarely,1225,Sales,2,Life Sciences,1676,Female,Manager,2,Divorced,21086,No,14,3,3,3,1
785,46-55,Yes,Travel_Frequently,1093,Sales,9,Life Sciences,1716,Male,Sales Executive,3,Married,24164,No,11,3,1,23,14
786,46-55,No,Non-Travel,543,Sales,2,Marketing,1731,Male,Sales Executive,2,Married,3536,No,11,3,1,1,0
787,46-55,No,Travel_Rarely,1001,Research & Development,4,Life Sciences,1827,Female,Manufacturing Director,2,Divorced,19271,Yes,12,3,3,22,14
788,46-55,No,Travel_Rarely,207,Research & Development,9,Life Sciences,1856,Female,Laboratory Technician,3,Single,5411,No,12,3,3,2,2
789,46-55,No,Non-Travel,1169,Research & Development,14,Technical Degree,1934,Male,Research Scientist,2,Married,2125,No,18,3,4,8,1
790,46-55,No,Travel_Rarely,1180,Research & Development,25,Medical,1993,Male,Healthcare Representative,3,Single,13084,No,23,4,3,17,12
791,46-55,No,Non-Travel,1162,Research & Development,1,Medical,2000,Female,Research Director,2,Married,17231,No,18,3,1,13,5
792,46-55,Yes,Travel_Rarely,626,Research & Development,1,Life Sciences,64,Male,Laboratory Technician,3,Single,19294,Yes,13,3,3,1,0
793,46-55,No,Travel_Rarely,530,Sales,29,Medical,473,Female,Manager,3,Married,23978,No,21,4,1,0,0
794,46-55,No,Travel_Rarely,163,Sales,2,Marketing,595,Female,Sales Executive,4,Married,19658,No,14,3,3,9,6
795,46-55,No,Travel_Rarely,1236,Research & Development,1,Life Sciences,664,Female,Manager,1,Married,17997,No,11,3,1,3,0
796,46-55,No,Travel_Rarely,817,Sales,2,Marketing,712,Male,Sales Executive,2,Married,18597,No,12,3,3,2,2
797,46-55,No,Travel_Rarely,1469,Research & Development,20,Medical,945,Male,Research Scientist,3,Married,5543,No,17,3,2,0,0
798,46-55,No,Travel_Rarely,277,Research & Development,6,Life Sciences,1022,Male,Healthcare Representative,3,Single,13119,No,13,3,3,2,2
799,46-55,No,Travel_Rarely,1355,Research & Development,4,Life Sciences,1024,Male,Healthcare Representative,3,Single,22245,No,14,3,3,15,4
800,46-55,No,Non-Travel,1262,Research & Development,1,Medical,1116,Male,Manager,4,Single,16154,No,22,4,2,5,2
801,46-55,No,Travel_Rarely,969,Research & Development,2,Technical Degree,1258,Male,Laboratory Technician,2,Single,16620,No,11,3,2,1,0
802,46-55,No,Travel_Rarely,715,Research & Development,1,Life Sciences,1263,Male,Research Director,4,Single,8733,No,12,3,4,1,0
803,46-55,No,Travel_Rarely,855,Research & Development,4,Life Sciences,1363,Male,Manufacturing Director,4,Single,18706,No,11,3,3,10,0
804,46-55,No,Travel_Rarely,1221,Sales,7,Marketing,1466,Male,Sales Executive,1,Divorced,24795,No,11,3,3,2,2
805,46-55,No,Travel_Rarely,492,Sales,16,Life Sciences,1557,Female,Sales Executive,3,Divorced,13693,No,14,3,3,8,7
806,46-55,No,Travel_Rarely,1108,Research & Development,15,Other,1576,Female,Research Scientist,1,Married,16530,No,12,3,2,8,7
807,46-55,No,Travel_Frequently,365,Research & Development,4,Medical,1644,Male,Manager,4,Married,5602,No,25,4,3,2,2
808,46-55,Yes,Travel_Frequently,708,Sales,7,Medical,1691,Female,Sales Representative,3,Married,11740,Yes,11,3,3,9,7
809,46-55,No,Travel_Rarely,1224,Research & Development,10,Life Sciences,1867,Male,Research Director,2,Married,13583,No,12,3,3,22,12
810,46-55,No,Travel_Frequently,117,Research & Development,22,Medical,1900,Female,Manager,4,Divorced,2437,No,11,3,3,22,4
811,46-55,No,Travel_Frequently,279,Research & Development,8,Life Sciences,2,Male,Research Scientist,2,Married,24907,No,23,4,3,10,1
812,46-55,No,Travel_Rarely,470,Research & Development,20,Medical,170,Female,Manufacturing Director,1,Married,5549,No,14,3,2,15,5
813,46-55,No,Non-Travel,1002,Research & Development,18,Life Sciences,275,Male,Manufacturing Director,4,Divorced,23793,Yes,15,3,3,7,1
814,46-55,No,Travel_Frequently,636,Research & Development,10,Life Sciences,396,Female,Research Director,1,Single,25594,Yes,11,3,3,3,1
815,46-55,No,Travel_Rarely,1091,Research & Development,1,Technical Degree,431,Female,Healthcare Representative,3,Single,17810,Yes,12,3,3,7,0
816,46-55,No,Travel_Rarely,1261,Research & Development,7,Other,499,Male,Healthcare Representative,3,Single,12066,No,24,4,3,5,0
817,46-55,No,Travel_Rarely,1245,Research & Development,18,Life Sciences,638,Male,Research Director,3,Divorced,2125,Yes,17,3,3,31,0
818,46-55,Yes,Travel_Rarely,1184,Sales,11,Marketing,840,Female,Sales Executive,4,Married,5860,No,18,3,4,9,7
819,46-55,No,Travel_Rarely,1418,Research & Development,1,Technical Degree,887,Female,Research Scientist,1,Married,10554,No,16,3,3,4,0
820,46-55,No,Travel_Rarely,527,Research & Development,8,Other,944,Female,Laboratory Technician,2,Married,22477,No,11,3,2,26,1
821,46-55,No,Travel_Rarely,174,Sales,8,Technical Degree,1138,Male,Sales Executive,2,Married,11879,No,17,3,3,9,2
822,46-55,No,Travel_Rarely,1098,Research & Development,4,Medical,1256,Male,Manager,3,Married,12124,No,13,3,4,1,0
823,46-55,Yes,Travel_Frequently,1475,Research & Development,28,Life Sciences,1420,Male,Laboratory Technician,1,Single,22710,No,20,4,3,4,1
824,46-55,No,Travel_Rarely,1495,Research & Development,5,Technical Degree,1473,Male,Healthcare Representative,3,Married,21534,No,14,3,2,3,1
825,46-55,No,Travel_Rarely,1490,Research & Development,7,Life Sciences,1484,Male,Healthcare Representative,2,Divorced,20948,No,14,3,3,8,0
826,46-55,No,Travel_Rarely,271,Research & Development,3,Medical,1509,Female,Laboratory Technician,1,Married,23070,No,25,4,3,3,1
827,46-55,No,Travel_Rarely,722,Research & Development,25,Life Sciences,1617,Female,Laboratory Technician,1,Married,22102,No,14,3,2,9,1
828,46-55,No,Travel_Rarely,301,Research & Development,22,Other,1655,Female,Research Director,2,Married,3498,No,16,3,3,4,1
829,46-55,No,Travel_Rarely,465,Research & Development,6,Life Sciences,1661,Female,Healthcare Representative,3,Married,11652,Yes,19,3,3,15,2
830,46-55,No,Travel_Rarely,464,Research & Development,16,Medical,1674,Female,Laboratory Technician,1,Divorced,24941,Yes,16,3,2,2,2
831,46-55,No,Travel_Rarely,809,Research & Development,1,Life Sciences,1677,Male,Manager,3,Single,22384,No,14,3,3,8,0
832,46-55,No,Travel_Rarely,1313,Sales,11,Marketing,1757,Female,Sales Executive,4,Single,8191,No,12,3,4,5,0
833,46-55,No,Travel_Frequently,1064,Research & Development,2,Life Sciences,1941,Male,Research Director,4,Married,13738,No,15,3,3,5,4
834,46-55,No,Travel_Frequently,1023,Sales,2,Medical,2065,Male,Sales Executive,2,Married,13243,No,14,3,2,9,0
835,46-55,No,Travel_Frequently,1023,Sales,2,Medical,2065,Male,Sales Executive,2,Married,13243,No,14,3,2,9,0
836,46-55,Yes,Travel_Rarely,869,Sales,3,Marketing,47,Male,Sales Representative,3,Married,3810,Yes,14,3,3,3,0
837,46-55,No,Travel_Rarely,989,Research & Development,7,Medical,80,Female,Research Director,3,Divorced,16701,Yes,12,3,2,27,13
838,46-55,No,Travel_Frequently,1115,Research & Development,1,Life Sciences,141,Female,Research Director,2,Married,9755,Yes,19,3,2,8,0
839,46-55,No,Travel_Frequently,809,Sales,12,Marketing,174,Female,Sales Executive,4,Single,6645,No,11,3,3,2,2
840,46-55,No,Travel_Rarely,1452,Research & Development,11,Life Sciences,226,Female,Manager,2,Single,17053,No,15,3,3,5,4
841,46-55,No,Travel_Rarely,328,Research & Development,1,Medical,249,Male,Laboratory Technician,3,Married,3425,No,15,3,2,3,0
842,46-55,No,Travel_Rarely,854,Sales,1,Medical,323,Female,Manager,4,Divorced,24118,No,11,3,2,7,0
843,46-55,No,Travel_Rarely,797,Research & Development,4,Life Sciences,385,Male,Research Director,2,Divorced,15815,No,14,3,2,10,1
844,46-55,No,Travel_Rarely,1046,Research & Development,10,Technical Degree,491,Male,Healthcare Representative,4,Single,2755,No,15,3,3,4,1
845,46-55,No,Travel_Rarely,1099,Research & Development,29,Life Sciences,569,Male,Manager,3,Married,9314,No,15,3,3,27,15
846,46-55,No,Travel_Frequently,1246,Human Resources,3,Medical,644,Male,Manager,2,Married,7999,No,11,3,3,32,10
847,46-55,No,Travel_Rarely,1207,Research & Development,28,Medical,716,Male,Laboratory Technician,3,Married,3297,Yes,11,3,3,20,3
848,46-55,Yes,Travel_Frequently,562,Sales,8,Technical Degree,723,Male,Sales Executive,3,Married,23452,Yes,14,3,3,4,1
849,46-55,No,Travel_Rarely,316,Sales,8,Marketing,738,Male,Sales Representative,2,Married,9983,No,15,3,3,2,2
850,46-55,No,Travel_Rarely,691,Research & Development,2,Medical,815,Male,Research Director,3,Married,6881,No,16,3,3,4,0
851,46-55,No,Non-Travel,881,Research & Development,2,Life Sciences,905,Male,Manager,1,Divorced,4544,No,11,3,3,31,14
852,46-55,No,Travel_Rarely,1126,Research & Development,1,Medical,997,Male,Research Director,4,Divorced,6615,No,22,4,2,5,1
853,46-55,No,Travel_Rarely,939,Research & Development,24,Life Sciences,1005,Male,Manufacturing Director,3,Married,4161,Yes,18,3,3,12,1
854,46-55,No,Travel_Rarely,804,Research & Development,9,Life Sciences,1030,Male,Laboratory Technician,4,Married,20165,No,18,3,3,1,0
855,46-55,No,Non-Travel,145,Sales,1,Life Sciences,1040,Female,Sales Executive,3,Married,24920,No,12,3,3,18,0
856,46-55,No,Travel_Rarely,1464,Research & Development,2,Medical,1061,Male,Research Director,3,Married,12853,Yes,11,3,2,8,7
857,46-55,Yes,Travel_Frequently,959,Sales,1,Other,1113,Male,Sales Executive,3,Single,17251,Yes,14,3,3,0,0
858,46-55,No,Travel_Frequently,1421,Research & Development,2,Medical,1215,Female,Manager,1,Married,9490,No,22,4,3,2,2
859,46-55,No,Travel_Rarely,1322,Research & Development,28,Life Sciences,1317,Female,Research Director,1,Married,22422,Yes,11,3,3,3,1
860,46-55,No,Travel_Frequently,333,Research & Development,22,Medical,1539,Male,Research Director,4,Single,24450,Yes,13,3,3,32,13
861,46-55,No,Travel_Rarely,264,Sales,9,Marketing,1591,Male,Manager,3,Married,19519,Yes,16,3,3,1,0
862,46-55,No,Travel_Frequently,1234,Research & Development,20,Medical,1606,Male,Healthcare Representative,3,Married,20689,Yes,15,3,3,30,12
863,46-55,No,Travel_Rarely,813,Research & Development,17,Life Sciences,1656,Female,Research Director,1,Divorced,21981,No,15,3,3,14,1
864,46-55,Yes,Travel_Frequently,878,Sales,1,Life Sciences,2044,Male,Sales Executive,3,Divorced,14255,No,12,3,3,6,0
865,46-55,Yes,Travel_Rarely,410,Sales,28,Marketing,2055,Male,Sales Executive,1,Divorced,16586,Yes,13,3,3,3,2
866,46-55,Yes,Travel_Rarely,410,Sales,28,Marketing,2055,Male,Sales Executive,1,Divorced,16586,Yes,13,3,3,3,2
867,46-55,No,Travel_Rarely,432,Research & Development,9,Life Sciences,116,Male,Laboratory Technician,4,Married,18725,No,23,4,3,4,0
868,46-55,No,Travel_Rarely,632,Sales,21,Marketing,120,Male,Sales Executive,4,Single,8423,Yes,22,4,1,10,1
869,46-55,No,Travel_Frequently,1456,Research & Development,1,Medical,145,Female,Healthcare Representative,1,Single,25796,No,20,4,2,13,12
870,46-55,No,Travel_Rarely,684,Research & Development,6,Life Sciences,162,Male,Research Director,3,Single,6462,No,13,3,3,20,15
871,46-55,Yes,Travel_Frequently,1150,Research & Development,8,Life Sciences,179,Male,Manufacturing Director,4,Single,25150,No,15,3,3,4,0
872,46-55,No,Travel_Rarely,1169,Research & Development,7,Medical,211,Male,Manufacturing Director,3,Married,13983,No,17,3,3,1,0
873,46-55,No,Travel_Rarely,313,Research & Development,3,Medical,258,Female,Healthcare Representative,2,Single,7192,No,18,3,3,7,1
874,46-55,No,Travel_Rarely,1469,Research & Development,8,Life Sciences,296,Male,Research Director,2,Married,15736,No,16,3,1,10,4
875,46-55,No,Travel_Rarely,833,Research & Development,1,Life Sciences,353,Male,Research Scientist,4,Married,23231,No,11,3,2,1,0
876,46-55,No,Travel_Rarely,1302,Research & Development,2,Medical,408,Male,Manufacturing Director,2,Divorced,16321,No,18,3,3,4,1
877,46-55,No,Travel_Rarely,1178,Sales,14,Life Sciences,500,Female,Sales Executive,4,Married,14862,No,11,3,2,7,0
878,46-55,No,Travel_Rarely,1318,Sales,26,Marketing,851,Female,Manager,3,Married,5594,No,14,3,2,20,4
879,46-55,Yes,Travel_Rarely,1323,Research & Development,4,Life Sciences,1081,Male,Research Scientist,3,Married,10332,Yes,12,3,4,10,2
880,46-55,No,Travel_Frequently,237,Sales,9,Life Sciences,1282,Male,Manager,2,Divorced,19196,Yes,24,4,2,29,11
881,46-55,No,Travel_Frequently,968,Research & Development,6,Medical,1297,Female,Laboratory Technician,3,Single,4257,No,14,3,2,7,7
882,46-55,No,Travel_Rarely,770,Human Resources,5,Life Sciences,1352,Male,Manager,2,Divorced,17588,Yes,11,3,3,33,0
883,46-55,No,Travel_Rarely,1405,Research & Development,11,Technical Degree,1367,Female,Manufacturing Director,2,Single,24439,No,16,3,2,5,0
884,46-55,No,Travel_Frequently,541,Sales,2,Marketing,1391,Male,Sales Executive,2,Married,15395,No,11,3,3,4,3
885,46-55,No,Travel_Rarely,942,Research & Development,3,Technical Degree,1786,Female,Manager,3,Married,22984,No,11,3,3,2,2
886,46-55,No,Travel_Rarely,699,Research & Development,1,Life Sciences,259,Male,Manager,3,Married,5678,No,14,3,3,33,11
887,46-55,No,Travel_Rarely,1323,Research & Development,2,Life Sciences,316,Female,Laboratory Technician,4,Single,3300,No,15,3,2,2,2
888,46-55,No,Non-Travel,771,Sales,2,Life Sciences,329,Male,Manager,3,Single,21030,Yes,18,3,4,33,15
889,46-55,Yes,Travel_Rarely,723,Research & Development,8,Medical,433,Male,Research Scientist,2,Married,17747,No,15,3,2,8,7
890,46-55,No,Travel_Rarely,319,Research & Development,3,Medical,543,Male,Manufacturing Director,3,Married,19609,Yes,14,3,3,5,0
891,46-55,No,Travel_Rarely,1490,Research & Development,4,Life Sciences,546,Female,Manager,4,Married,10310,No,13,3,1,5,1
892,46-55,No,Travel_Rarely,956,Research & Development,6,Technical Degree,630,Male,Research Scientist,1,Divorced,22087,Yes,12,3,3,10,6
893,46-55,No,Travel_Rarely,621,Sales,3,Marketing,776,Male,Manager,1,Married,10084,No,11,3,4,34,1
894,46-55,No,Non-Travel,715,Research & Development,19,Medical,791,Male,Research Scientist,4,Married,26589,No,18,3,3,4,1
895,46-55,No,Travel_Rarely,1325,Research & Development,11,Life Sciences,813,Female,Laboratory Technician,3,Married,21821,No,20,4,3,5,1
896,46-55,No,Travel_Frequently,890,Research & Development,25,Medical,867,Female,Manufacturing Director,4,Married,19028,No,22,4,3,9,0
897,46-55,No,Travel_Rarely,1053,Research & Development,1,Life Sciences,976,Male,Manager,4,Married,13829,No,15,3,2,9,7
898,46-55,Yes,Travel_Rarely,266,Sales,2,Marketing,1038,Female,Manager,4,Married,25846,No,15,3,3,32,6
899,46-55,No,Travel_Rarely,994,Research & Development,7,Life Sciences,1118,Male,Healthcare Representative,2,Single,15322,No,19,3,3,8,4
900,46-55,Yes,Travel_Rarely,1030,Sales,5,Life Sciences,1319,Male,Sales Executive,2,Single,21534,Yes,19,3,2,8,7
901,46-55,No,Travel_Frequently,322,Research & Development,28,Medical,1401,Female,Manufacturing Director,3,Married,9731,Yes,11,3,2,5,0
902,46-55,No,Travel_Rarely,258,Research & Development,8,Other,1409,Female,Laboratory Technician,1,Married,17363,No,13,3,1,5,0
903,46-55,No,Non-Travel,585,Sales,29,Life Sciences,2019,Male,Sales Representative,4,Divorced,19788,No,15,3,2,9,0
904,46-55,No,Travel_Rarely,1219,Sales,2,Life Sciences,23,Female,Manager,4,Married,22021,No,16,3,3,25,3
905,46-55,No,Travel_Rarely,1282,Research & Development,5,Other,32,Female,Manager,3,Divorced,10735,No,11,3,2,14,4
906,46-55,No,Travel_Rarely,1436,Sales,6,Marketing,205,Male,Sales Representative,3,Married,16047,Yes,20,4,1,7,4
907,46-55,No,Travel_Rarely,1084,Research & Development,13,Medical,250,Female,Manufacturing Director,1,Divorced,26250,No,11,3,3,4,1
908,46-55,No,Travel_Rarely,1070,Research & Development,3,Medical,386,Male,Research Director,3,Married,21016,Yes,16,3,2,5,1
909,46-55,No,Travel_Rarely,238,Sales,1,Medical,682,Female,Sales Executive,1,Single,7507,No,20,4,4,14,8
910,46-55,No,Travel_Rarely,970,Research & Development,7,Life Sciences,730,Male,Research Director,3,Married,13514,No,19,3,3,5,1
911,46-55,No,Travel_Rarely,346,Research & Development,6,Life Sciences,769,Male,Laboratory Technician,4,Single,10919,No,17,3,3,2,2
912,46-55,No,Travel_Rarely,661,Sales,7,Marketing,862,Female,Sales Executive,4,Married,20715,Yes,18,3,3,5,0
913,46-55,No,Travel_Rarely,868,Sales,8,Marketing,897,Male,Sales Executive,4,Married,22789,No,14,3,3,2,2
914,46-55,No,Travel_Rarely,102,Research & Development,23,Life Sciences,901,Female,Research Director,4,Single,20206,No,18,3,3,12,3
915,46-55,No,Travel_Rarely,1376,Sales,2,Medical,981,Male,Manager,3,Divorced,13938,No,13,3,4,17,15
916,46-55,No,Travel_Frequently,124,Sales,2,Marketing,1050,Female,Sales Executive,2,Married,23537,No,12,3,3,15,6
917,46-55,No,Travel_Rarely,1223,Research & Development,7,Medical,1201,Female,Manager,3,Divorced,18640,No,18,3,3,7,4
918,46-55,No,Travel_Rarely,447,Research & Development,2,Medical,1472,Male,Research Director,2,Single,19764,No,12,3,2,9,8
919,46-55,Yes,Travel_Rarely,607,Research & Development,2,Technical Degree,1572,Female,Manufacturing Director,4,Married,14618,No,16,3,3,33,1
920,46-55,No,Travel_Rarely,1395,Research & Development,24,Medical,1689,Male,Healthcare Representative,4,Married,3458,No,15,3,3,4,1
921,46-55,No,Non-Travel,661,Research & Development,1,Medical,1775,Female,Manufacturing Director,3,Married,22308,Yes,20,4,2,3,0
922,46-55,Yes,Travel_Rarely,1168,Sales,24,Life Sciences,1968,Male,Sales Executive,1,Single,5843,Yes,13,3,2,2,2
923,46-55,No,Travel_Rarely,1217,Research & Development,2,Technical Degree,126,Female,Research Director,3,Married,24001,No,12,3,1,4,0
924,46-55,No,Non-Travel,142,Human Resources,26,Human Resources,148,Female,Manager,4,Single,13871,Yes,12,3,3,5,4
925,46-55,No,Travel_Rarely,1147,Sales,3,Marketing,303,Female,Sales Executive,1,Married,17011,No,14,3,3,6,0
926,46-55,No,Travel_Frequently,928,Research & Development,20,Life Sciences,450,Female,Research Scientist,3,Single,16885,No,12,3,2,4,0
927,46-55,No,Travel_Rarely,821,Research & Development,5,Medical,522,Male,Research Director,1,Married,8509,No,11,3,2,4,1
928,46-55,No,Travel_Rarely,548,Research & Development,8,Life Sciences,578,Female,Laboratory Technician,3,Single,23428,No,11,3,3,1,0
929,46-55,No,Travel_Rarely,397,Human Resources,19,Medical,698,Male,Human Resources,2,Married,6729,No,15,3,4,9,7
930,46-55,No,Travel_Rarely,376,Research & Development,19,Medical,799,Female,Manufacturing Director,1,Divorced,22670,Yes,11,3,3,5,1
931,46-55,No,Travel_Rarely,1441,Research & Development,17,Technical Degree,1013,Female,Manufacturing Director,3,Married,13943,No,11,3,3,10,0
932,46-55,No,Travel_Rarely,1082,Sales,2,Life Sciences,1070,Female,Sales Executive,3,Married,8392,No,11,3,3,9,7
933,46-55,No,Travel_Frequently,966,Research & Development,1,Life Sciences,1245,Female,Manufacturing Director,3,Divorced,9659,No,17,3,1,5,1
934,46-55,No,Travel_Rarely,685,Research & Development,3,Life Sciences,1250,Male,Research Director,4,Married,23474,No,14,3,3,10,0
935,46-55,No,Travel_Rarely,971,Research & Development,1,Medical,1422,Female,Research Director,4,Single,5652,No,19,3,2,20,12
936,46-55,No,Travel_Frequently,1050,Research & Development,11,Medical,1520,Female,Manager,4,Divorced,24456,No,20,4,3,14,1
937,46-55,No,Travel_Rarely,584,Research & Development,22,Medical,1665,Female,Manager,3,Married,18685,No,25,4,3,10,4
938,46-55,No,Travel_Rarely,431,Research & Development,7,Medical,1830,Female,Research Scientist,4,Married,15696,No,15,3,2,7,1
939,46-55,No,Travel_Rarely,155,Research & Development,9,Life Sciences,1969,Female,Research Scientist,3,Married,22474,No,11,3,2,4,2
940,46-55,No,Travel_Rarely,157,Research & Development,10,Medical,1980,Female,Manufacturing Director,1,Single,25198,Yes,19,3,3,5,1
941,46-55,No,Travel_Rarely,836,Research & Development,8,Medical,84,Female,Manager,3,Divorced,19730,Yes,14,3,3,5,0
942,46-55,No,Travel_Rarely,111,Sales,1,Life Sciences,106,Male,Sales Executive,4,Married,18092,No,14,3,3,1,1
943,46-55,No,Travel_Rarely,692,Research & Development,14,Medical,254,Male,Research Director,2,Single,13339,No,11,3,3,24,2
944,46-55,No,Travel_Rarely,452,Research & Development,1,Medical,374,Male,Manager,1,Single,18938,Yes,14,3,3,36,4
945,46-55,No,Travel_Rarely,147,Research & Development,20,Technical Degree,389,Male,Laboratory Technician,4,Married,15972,Yes,19,3,3,10,0
946,46-55,No,Travel_Rarely,1311,Research & Development,2,Life Sciences,505,Female,Manager,4,Single,23258,Yes,13,3,3,5,1
947,46-55,No,Travel_Rarely,1117,Sales,18,Life Sciences,597,Female,Manager,2,Single,9873,No,23,4,3,10,7
948,46-55,Yes,Travel_Rarely,725,Research & Development,2,Medical,787,Male,Manager,1,Married,21199,Yes,13,3,3,5,1
949,46-55,Yes,Travel_Rarely,436,Sales,2,Medical,842,Male,Sales Executive,4,Single,21519,No,16,3,2,9,7
