Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
25996,217,72,2,Furniture,Furnishings,COD
25997,231,99,2,Electronics,Electronic Games,Credit Card
25997,48,15,1,Clothing,Hankerchief,COD
25997,16,6,3,Clothing,Hankerchief,COD
25997,2292,127,7,Furniture,Bookcases,COD
25998,50,-28,5,Furniture,Furnishings,COD
25999,223,62,7,Clothing,Shirt,COD
25999,215,-30,2,Clothing,Saree,COD
25999,93,-65,4,Clothing,Stole,UPI
25999,109,40,1,Furniture,Furnishings,COD
25999,152,-3,5,Clothing,Saree,COD
25999,26,-17,1,Clothing,Stole,COD
25999,51,-49,2,Electronics,Electronic Games,COD
25999,129,11,2,Electronics,Phones,UPI
25999,222,74,5,Clothing,Hankerchief,COD
25999,352,74,8,Clothing,Stole,Debit Card
25999,770,323,3,Electronics,Accessories,COD
26000,676,151,3,Electronics,Printers,Credit Card
26000,43,-10,4,Clothing,Skirt,COD
26000,597,93,4,Furniture,Chairs,Debit Card
26001,8,2,2,Clothing,Skirt,UPI
26001,50,-10,6,Clothing,Skirt,Debit Card
26001,149,17,4,Furniture,Furnishings,COD
26001,13,0,2,Clothing,Hankerchief,COD
26002,276,52,5,Clothing,Saree,EMI
26002,71,19,3,Clothing,T-shirt,COD
26002,80,22,3,Clothing,Stole,Debit Card
26002,141,7,7,Clothing,Saree,COD
26002,113,28,2,Clothing,Saree,UPI
26003,1745,122,2,Furniture,Tables,Credit Card
26003,498,-116,4,Clothing,Saree,UPI
26003,315,-8,3,Furniture,Chairs,Credit Card
26003,79,16,3,Clothing,T-shirt,COD
26003,128,47,4,Clothing,Hankerchief,COD
26003,114,41,6,Furniture,Furnishings,COD
26003,652,13,6,Furniture,Furnishings,Debit Card
26003,17,2,2,Clothing,Skirt,UPI
26004,162,73,2,Electronics,Electronic Games,COD
26004,147,44,3,Clothing,Saree,COD
26005,87,10,3,Clothing,Stole,COD
26006,1301,573,5,Electronics,Accessories,Credit Card
26007,311,72,2,Furniture,Bookcases,COD
26008,206,51,4,Clothing,Hankerchief,Credit Card
26008,199,-1,1,Clothing,Saree,Credit Card
26008,57,24,5,Clothing,Leggings,COD
26008,22,4,1,Clothing,Stole,COD
26009,285,128,2,Electronics,Printers,COD
26009,195,12,9,Clothing,Shirt,Credit Card
26010,55,3,3,Clothing,T-shirt,COD
26010,176,-13,5,Furniture,Furnishings,COD
26010,85,13,2,Clothing,Shirt,UPI
26010,527,26,3,Electronics,Electronic Games,COD
26010,29,3,2,Clothing,Stole,COD
26010,18,2,3,Clothing,Hankerchief,COD
26011,93,44,2,Clothing,Stole,Credit Card
26012,199,8,2,Clothing,Saree,COD
26013,29,-10,3,Clothing,Skirt,COD
26014,406,97,7,Furniture,Chairs,Credit Card
26014,278,39,5,Furniture,Chairs,Debit Card
26015,128,55,1,Clothing,Saree,COD
26016,202,4,4,Clothing,Hankerchief,COD
26016,429,61,3,Electronics,Electronic Games,Credit Card
26016,134,-13,3,Electronics,Electronic Games,UPI
26016,74,9,3,Clothing,Shirt,UPI
26017,78,7,1,Furniture,Chairs,COD
26018,61,8,4,Clothing,Hankerchief,Debit Card
26018,326,107,3,Furniture,Furnishings,UPI
26019,585,175,13,Clothing,T-shirt,COD
26020,319,102,6,Electronics,Accessories,Credit Card
26021,21,-12,3,Clothing,Hankerchief,Debit Card
26021,49,21,1,Clothing,Stole,UPI
26021,122,59,7,Furniture,Furnishings,COD
26022,1824,1303,8,Electronics,Phones,Credit Card
26023,66,22,3,Clothing,Stole,UPI
26023,59,21,2,Clothing,Stole,Debit Card
26023,29,0,3,Furniture,Furnishings,COD
26023,1117,447,10,Furniture,Bookcases,EMI
26024,168,18,6,Clothing,Stole,Debit Card
26025,41,19,5,Clothing,Hankerchief,Debit Card
26025,32,1,2,Clothing,Stole,COD
26025,155,5,3,Clothing,Stole,EMI
26026,255,76,9,Clothing,Hankerchief,COD
26026,25,2,3,Clothing,Kurti,Credit Card
26027,54,8,4,Clothing,T-shirt,COD
26028,1272,547,2,Electronics,Phones,COD
26028,115,0,1,Electronics,Accessories,Debit Card
26028,77,36,2,Clothing,Shirt,EMI
26029,21,10,1,Clothing,T-shirt,Debit Card
26030,291,93,2,Electronics,Printers,COD
26030,11,5,1,Clothing,Skirt,COD
26030,50,25,5,Clothing,Stole,COD
26030,89,36,3,Clothing,Shirt,UPI
26030,92,5,6,Clothing,Hankerchief,Credit Card
26030,221,35,4,Electronics,Accessories,Debit Card
26031,67,9,4,Clothing,Leggings,Debit Card
26032,47,15,5,Clothing,Saree,Debit Card
26033,774,170,3,Electronics,Accessories,COD
26033,143,32,1,Furniture,Bookcases,COD
26033,111,35,5,Clothing,Shirt,COD
26034,425,183,5,Electronics,Accessories,UPI
26035,520,151,3,Electronics,Phones,Credit Card
26035,291,119,11,Clothing,Saree,COD
26035,369,15,3,Electronics,Electronic Games,Debit Card
26036,341,44,7,Furniture,Furnishings,UPI
26037,171,68,7,Clothing,Stole,EMI
26038,41,19,2,Clothing,T-shirt,Debit Card
26038,52,14,2,Clothing,Stole,COD
26038,130,61,3,Clothing,Shirt,Debit Card
26038,30,6,1,Clothing,T-shirt,COD
26039,83,34,5,Clothing,Shirt,Debit Card
26040,38,9,2,Clothing,Stole,COD
26040,113,24,4,Clothing,Hankerchief,Debit Card
26040,833,93,3,Clothing,Trousers,UPI
26041,176,-28,5,Furniture,Furnishings,COD
26042,36,15,3,Clothing,Stole,UPI
26043,79,5,6,Clothing,Hankerchief,Debit Card
26043,30,12,3,Clothing,Skirt,UPI
26043,185,48,4,Clothing,Stole,UPI
26043,122,50,7,Clothing,Stole,UPI
26043,62,28,5,Clothing,Hankerchief,UPI
26044,28,-10,3,Clothing,Skirt,COD
26045,376,0,7,Clothing,Stole,Credit Card
26045,302,75,6,Furniture,Furnishings,Debit Card
26045,179,77,1,Clothing,Saree,UPI
26045,27,5,1,Clothing,Stole,UPI
26046,32,3,8,Clothing,Hankerchief,COD
26047,55,12,5,Clothing,Skirt,COD
26048,1461,202,5,Furniture,Tables,EMI
26048,401,13,6,Furniture,Chairs,Credit Card
26048,163,81,2,Electronics,Accessories,COD
26048,1104,209,4,Clothing,Trousers,UPI
26049,100,28,2,Clothing,Hankerchief,UPI
26050,32,6,3,Clothing,Shirt,UPI
26050,487,143,4,Electronics,Phones,EMI
26050,325,32,7,Clothing,T-shirt,COD
26050,79,32,3,Clothing,Saree,Debit Card
26050,166,27,2,Electronics,Accessories,EMI
26050,169,55,4,Clothing,Saree,Debit Card
26050,284,44,6,Clothing,Hankerchief,COD
26050,38,9,2,Clothing,Stole,COD
26050,382,92,2,Electronics,Printers,COD
26051,1337,147,7,Electronics,Printers,Credit Card
26051,490,88,2,Electronics,Accessories,EMI
26051,382,119,2,Clothing,Saree,Credit Card
26051,216,50,4,Clothing,Stole,COD
26051,85,24,10,Clothing,Hankerchief,Debit Card
26051,80,22,3,Clothing,Stole,UPI
26051,669,74,5,Furniture,Bookcases,COD
26051,184,85,6,Clothing,T-shirt,UPI
26051,600,-102,5,Electronics,Electronic Games,Debit Card
26051,676,195,5,Furniture,Bookcases,Debit Card
26052,774,170,3,Electronics,Accessories,COD
26052,78,-28,6,Clothing,Kurti,UPI
26052,145,0,3,Clothing,Saree,UPI
26052,101,16,4,Clothing,T-shirt,COD
26052,148,23,4,Clothing,Kurti,EMI
26052,25,7,2,Clothing,Stole,COD
26052,15,1,1,Clothing,Shirt,COD
26053,594,89,3,Furniture,Bookcases,COD
26053,85,2,6,Clothing,Stole,COD
26053,246,61,2,Furniture,Bookcases,COD
26053,27,6,3,Clothing,Skirt,COD
26053,162,55,3,Clothing,Stole,COD
26053,120,1,1,Furniture,Chairs,COD
26053,93,31,3,Electronics,Accessories,UPI
26053,425,208,7,Clothing,Saree,Debit Card
26053,17,1,2,Clothing,Skirt,Credit Card
26054,246,98,5,Clothing,Hankerchief,COD
26054,156,23,3,Clothing,Stole,COD
26054,88,19,2,Clothing,Shirt,Debit Card
26054,139,21,3,Electronics,Accessories,COD
26054,88,20,2,Clothing,Saree,COD
26054,138,11,5,Clothing,Stole,UPI
26054,139,36,3,Clothing,Stole,COD
26054,559,-174,2,Electronics,Electronic Games,Debit Card
26055,5729,64,14,Furniture,Chairs,EMI
26055,671,114,9,Electronics,Phones,Credit Card
26055,443,11,1,Clothing,Saree,COD
26055,57,7,2,Clothing,Shirt,UPI
26055,227,48,5,Clothing,Stole,COD
26055,213,4,14,Clothing,Shirt,COD
26055,94,27,2,Clothing,T-shirt,COD
26055,1250,-12,2,Electronics,Printers,EMI
26055,1218,-420,8,Furniture,Bookcases,COD
26056,424,161,2,Clothing,Saree,COD
26056,15,6,2,Clothing,Hankerchief,COD
26056,101,11,2,Clothing,Hankerchief,UPI
26056,47,20,7,Clothing,Hankerchief,UPI
26056,70,24,3,Clothing,Stole,UPI
26056,206,18,4,Clothing,Hankerchief,Debit Card
26056,213,-145,3,Furniture,Bookcases,Debit Card
26056,220,40,2,Electronics,Accessories,COD
26056,391,90,6,Electronics,Phones,Debit Card
26056,33,9,2,Clothing,Hankerchief,COD
26056,31,9,2,Clothing,Hankerchief,COD
26056,19,-18,4,Clothing,Kurti,COD
26057,659,-37,2,Furniture,Bookcases,Credit Card
26057,54,8,4,Clothing,T-shirt,Debit Card
26057,224,87,3,Clothing,Trousers,COD
26057,736,346,5,Electronics,Printers,COD
26058,212,97,7,Clothing,Hankerchief,COD
26059,20,6,1,Clothing,T-shirt,COD
26060,382,68,3,Clothing,Saree,COD
26061,965,-68,3,Electronics,Printers,COD
26061,27,8,2,Clothing,T-shirt,Debit Card
26061,206,12,1,Electronics,Printers,Credit Card
26061,109,52,2,Clothing,Stole,UPI
26061,508,203,2,Electronics,Accessories,Debit Card
26061,642,180,5,Clothing,Saree,COD
26062,44,-40,3,Clothing,Stole,COD
26062,50,-17,2,Clothing,Stole,COD
26062,13,-2,1,Clothing,Stole,COD
26063,241,-77,4,Electronics,Electronic Games,COD
26064,61,3,4,Clothing,Hankerchief,COD
26064,75,2,5,Clothing,Leggings,Debit Card
26064,122,38,6,Clothing,T-shirt,Credit Card
26064,179,0,2,Clothing,Saree,Debit Card
26065,146,19,5,Clothing,Stole,COD
26066,86,22,2,Clothing,Saree,Debit Card
26067,1137,-14,7,Electronics,Printers,EMI
26067,1120,199,6,Clothing,Saree,EMI
26067,53,2,4,Clothing,Hankerchief,COD
26067,618,27,4,Furniture,Bookcases,Credit Card
26067,67,2,4,Clothing,T-shirt,UPI
26068,193,33,5,Electronics,Accessories,COD
26069,55,18,2,Clothing,Kurti,COD
26070,582,262,5,Furniture,Furnishings,COD
26070,75,29,1,Clothing,Trousers,UPI
26070,54,12,4,Clothing,Shirt,COD
26070,14,7,2,Clothing,Hankerchief,UPI
26071,21,4,3,Clothing,Hankerchief,Credit Card
26072,313,44,3,Electronics,Electronic Games,COD
26073,37,17,3,Clothing,Hankerchief,Debit Card
26073,122,11,4,Clothing,Hankerchief,COD
26073,290,110,9,Clothing,Stole,UPI
26073,29,9,3,Clothing,Saree,UPI
26073,1514,742,4,Electronics,Printers,EMI
26074,57,21,4,Clothing,Leggings,COD
26075,34,12,2,Clothing,Stole,COD
26076,219,4,2,Clothing,Saree,COD
26076,91,22,2,Clothing,Stole,UPI
26076,133,46,5,Clothing,Shirt,EMI
26076,60,13,2,Clothing,T-shirt,COD
26076,450,-190,4,Furniture,Bookcases,COD
26077,62,11,7,Clothing,Hankerchief,UPI
26078,557,-111,2,Electronics,Electronic Games,COD
26078,44,20,2,Clothing,T-shirt,UPI
26078,137,63,3,Clothing,Stole,COD
26078,17,8,2,Clothing,Skirt,COD
26079,18,3,2,Clothing,Hankerchief,Debit Card
26080,109,35,6,Clothing,T-shirt,COD
26081,24,11,3,Clothing,Hankerchief,Debit Card
26081,169,0,3,Electronics,Accessories,COD
26081,359,-338,5,Furniture,Bookcases,COD
26081,93,-84,3,Clothing,Saree,UPI
26081,79,33,4,Clothing,Stole,UPI
26081,637,50,5,Clothing,Saree,COD
26082,95,5,2,Clothing,Stole,UPI
26083,43,8,3,Clothing,Leggings,COD
26083,45,17,1,Electronics,Accessories,COD
26083,143,6,2,Electronics,Accessories,UPI
26083,145,16,3,Clothing,T-shirt,Debit Card
26083,34,3,3,Clothing,Saree,COD
26084,209,-63,4,Electronics,Electronic Games,COD
26085,1487,624,3,Clothing,Trousers,Credit Card
26085,132,-10,3,Clothing,Saree,COD
26085,86,22,2,Clothing,Saree,COD
26085,40,17,2,Clothing,Stole,COD
26086,762,101,6,Electronics,Printers,COD
26086,25,2,2,Clothing,Hankerchief,Debit Card
26086,43,17,2,Clothing,T-shirt,UPI
26087,180,0,8,Clothing,Stole,COD
26087,311,40,1,Electronics,Electronic Games,EMI
26087,119,56,7,Clothing,Saree,EMI
26087,46,13,3,Clothing,Hankerchief,COD
26087,40,10,2,Clothing,Stole,COD
26088,11,5,2,Clothing,Hankerchief,UPI
26089,27,4,1,Clothing,Hankerchief,COD
26089,59,24,6,Clothing,Kurti,Debit Card
26089,139,14,3,Clothing,Kurti,COD
26090,80,22,3,Clothing,Stole,EMI
26091,29,10,4,Clothing,Hankerchief,UPI
26091,158,69,3,Clothing,Stole,EMI
26091,59,10,4,Clothing,Leggings,COD
26092,97,14,2,Clothing,T-shirt,Credit Card
26093,2847,712,8,Electronics,Printers,Credit Card
26093,852,51,5,Furniture,Bookcases,Credit Card
26093,148,25,3,Clothing,Saree,Debit Card
26093,81,-41,5,Clothing,Leggings,EMI
26093,49,5,4,Clothing,Hankerchief,COD
26093,33,-1,1,Clothing,Saree,Credit Card
26093,492,187,2,Electronics,Accessories,UPI
26094,152,50,6,Clothing,Stole,COD
26095,6,1,1,Clothing,Kurti,UPI
26096,451,25,3,Electronics,Phones,EMI
26096,264,-26,3,Clothing,Trousers,COD
26096,45,9,3,Clothing,Leggings,UPI
26096,88,11,3,Electronics,Accessories,COD
26096,140,56,4,Clothing,Shirt,UPI
26096,103,46,2,Clothing,Saree,Credit Card
26097,663,-212,5,Electronics,Printers,UPI
26097,671,-309,5,Electronics,Electronic Games,COD
26097,185,-26,6,Furniture,Chairs,COD
26097,97,12,2,Clothing,Hankerchief,UPI
26097,39,-18,2,Clothing,Leggings,Credit Card
26097,19,8,2,Clothing,Hankerchief,Credit Card
26097,14,5,1,Clothing,Hankerchief,UPI
26098,96,-48,5,Clothing,Leggings,UPI
26098,409,86,3,Clothing,Saree,COD
26098,46,14,5,Clothing,Skirt,COD
26098,59,15,2,Clothing,T-shirt,UPI
26098,82,8,3,Electronics,Accessories,EMI
26098,497,179,3,Furniture,Chairs,Debit Card
26099,207,37,4,Clothing,Hankerchief,COD
26099,835,267,5,Electronics,Phones,Debit Card
26099,2366,552,5,Clothing,Trousers,UPI
26099,9,3,1,Clothing,Skirt,COD
26100,828,230,2,Furniture,Chairs,COD
26100,34,10,2,Clothing,T-shirt,Debit Card
26100,72,16,2,Clothing,Shirt,COD
